timestamp,open,high,low,close,volume
15:29,1732.85,1734.9,1731.1,1732.0,16163
15:28,1733.65,1734.05,1732.75,1732.75,28192
15:27,1732.85,1734.25,1730.5,1733.05,59454
15:26,1733.4,1734.75,1731.95,1732.95,63955
15:25,1734.75,1735.05,1733.2,1733.45,44488
15:24,1733.0,1735.0,1732.95,1734.65,55568
15:23,1733.15,1733.2,1732.85,1733.05,43533
15:22,1733.3,1733.4,1732.8,1733.2,44364
15:21,1732.2,1733.3,1731.95,1733.25,45436
15:20,1733.4,1733.55,1731.5,1732.45,55666
15:19,1731.5,1733.55,1731.35,1733.45,76828
15:18,1733.0,1733.6,1731.15,1731.45,47400
15:17,1733.9,1733.9,1732.75,1732.75,54359
15:16,1734.1,1734.25,1733.35,1733.9,56082
15:15,1733.65,1734.1,1733.55,1734.05,55205
15:14,1733.55,1733.7,1733.35,1733.65,46912
15:13,1733.85,1734.0,1733.3,1733.45,49764
15:12,1734.05,1734.1,1733.5,1733.7,49626
15:11,1734.4,1734.45,1733.45,1733.95,79107
15:10,1732.8,1734.9,1732.7,1734.4,59328
15:09,1732.45,1733.35,1731.4,1732.8,68747
15:08,1732.4,1732.8,1732.15,1732.4,54405
15:07,1733.4,1733.5,1731.85,1732.35,65913
15:06,1731.5,1733.65,1731.45,1733.4,78813
15:05,1732.1,1732.1,1730.55,1731.45,66266
15:04,1731.5,1732.1,1731.5,1732.0,51321
15:03,1731.5,1731.9,1730.6,1731.25,68932
15:02,1732.0,1732.1,1731.4,1731.5,44505
15:01,1732.45,1732.55,1731.55,1732.0,60108
15:00,1728.4,1732.55,1728.15,1732.1,106464
14:59,1727.9,1728.4,1727.65,1728.4,12622
14:58,1727.2,1728.15,1727.0,1727.95,15317
14:57,1727.55,1727.85,1727.0,1727.2,10497
14:56,1727.2,1728.1,1727.2,1727.55,6867
14:55,1727.2,1727.75,1726.55,1727.15,19742
14:54,1728.15,1728.55,1727.15,1727.15,10617
